"","tree","plot","site","species","date","time","week","lwc_bulk","rep","lwc_leaf"
"2188",2089,"Low","PineNeedle","live oak",2022-03-15,"PD",11,0.633587786259542,"7",0.6184
"2189",2089,"Low","PineNeedle","live oak",NA,"MD",11,NA,"8",NA
"2190",2089,"Low","PineNeedle","live oak",2022-03-15,"PD",11,0.633587786259542,"8",0.623931623931624
"2191",2089,"Low","PineNeedle","live oak",NA,"MD",14,NA,"1",NA
"2192",2089,"Low","PineNeedle","live oak",2022-04-04,"PD",14,0.651821436091809,"1",NA
"2193",2089,"Low","PineNeedle","live oak",NA,"MD",14,NA,"2",NA
"2194",2089,"Low","PineNeedle","live oak",2022-04-04,"PD",14,0.651821436091809,"2",NA
"2195",2089,"Low","PineNeedle","live oak",NA,"MD",14,NA,"3",NA
"2196",2089,"Low","PineNeedle","live oak",2022-04-04,"PD",14,0.651821436091809,"3",NA
"2197",2089,"Low","PineNeedle","live oak",NA,"MD",14,NA,"4",NA
"2198",2089,"Low","PineNeedle","live oak",2022-04-04,"PD",14,0.651821436091809,"4",NA
"2199",2089,"Low","PineNeedle","live oak",NA,"MD",14,NA,"5",NA
"2200",2089,"Low","PineNeedle","live oak",2022-04-04,"PD",14,0.651821436091809,"5",NA
"2201",2089,"Low","PineNeedle","live oak",2022-04-11,"MD",15,1.28370457209848,"1",NA
"2202",2089,"Low","PineNeedle","live oak",NA,"PD",15,NA,"1",NA
"2203",2089,"Low","PineNeedle","live oak",2022-04-11,"MD",15,1.28370457209848,"2",NA
"2204",2089,"Low","PineNeedle","live oak",NA,"PD",15,NA,"2",NA
"2205",2089,"Low","PineNeedle","live oak",2022-04-11,"MD",15,1.28370457209848,"3",NA
"2206",2089,"Low","PineNeedle","live oak",NA,"PD",15,NA,"3",NA
"2207",2089,"Low","PineNeedle","live oak",2022-04-11,"MD",15,1.28370457209848,"4",NA
"2208",2089,"Low","PineNeedle","live oak",NA,"PD",15,NA,"4",NA
"2209",2089,"Low","PineNeedle","live oak",2022-04-27,"MD",17,1.68929503916449,"1",NA
"2210",2089,"Low","PineNeedle","live oak",2022-04-27,"PD",17,0.909947643979058,"1",NA
"2211",2089,"Low","PineNeedle","live oak",2022-04-27,"MD",17,1.68929503916449,"2",NA
"2212",2089,"Low","PineNeedle","live oak",2022-04-27,"PD",17,0.909947643979058,"2",NA
"2213",2089,"Low","PineNeedle","live oak",2022-04-27,"MD",17,1.68929503916449,"3",NA
"2214",2089,"Low","PineNeedle","live oak",2022-04-27,"PD",17,0.909947643979058,"3",NA
"2215",2089,"Low","PineNeedle","live oak",2022-04-27,"MD",17,1.68929503916449,"4",NA
"2216",2089,"Low","PineNeedle","live oak",NA,"PD",17,NA,"4",NA
"2217",2089,"Low","PineNeedle","live oak",2022-05-09,"MD",19,1.54162487462387,"1",NA
"2218",2089,"Low","PineNeedle","live oak",NA,"PD",19,NA,"1",NA
"2219",2089,"Low","PineNeedle","live oak",2022-05-09,"MD",19,1.54162487462387,"2",NA
"2220",2089,"Low","PineNeedle","live oak",NA,"PD",19,NA,"2",NA
"2221",2089,"Low","PineNeedle","live oak",2022-05-09,"MD",19,1.54162487462387,"3",NA
"2222",2089,"Low","PineNeedle","live oak",NA,"PD",19,NA,"3",NA
"2223",2089,"Low","PineNeedle","live oak",2022-05-23,"MD",21,0.636942675159236,"1",NA
"2224",2089,"Low","PineNeedle","live oak",2022-05-23,"PD",21,0.643410852713178,"1",NA
"2225",2089,"Low","PineNeedle","live oak",2022-05-23,"MD",21,0.636942675159236,"2",NA
"2226",2089,"Low","PineNeedle","live oak",2022-05-23,"PD",21,0.643410852713178,"2",NA
"2227",2089,"Low","PineNeedle","live oak",2022-05-23,"MD",21,0.636942675159236,"3",NA
"2228",2089,"Low","PineNeedle","live oak",2022-05-23,"PD",21,0.643410852713178,"3",NA
"2229",2089,"Low","PineNeedle","live oak",2022-05-23,"MD",21,0.636942675159236,"4",NA
"2230",2089,"Low","PineNeedle","live oak",2022-05-23,"PD",21,0.643410852713178,"4",NA
"2231",2089,"Low","PineNeedle","live oak",2022-05-23,"MD",21,0.636942675159236,"5",NA
"2232",2089,"Low","PineNeedle","live oak",2022-05-23,"PD",21,0.643410852713178,"5",NA
"2233",2089,"Low","PineNeedle","live oak",NA,"MD",21,NA,"6",NA
"2234",2089,"Low","PineNeedle","live oak",2022-05-23,"PD",21,0.643410852713178,"6",NA
"2235",2089,"Low","PineNeedle","live oak",2022-07-19,"MD",29,0.517094017094017,"1",NA
"2236",2089,"Low","PineNeedle","live oak",NA,"PD",29,NA,"1",NA
"2237",2089,"Low","PineNeedle","live oak",2022-07-19,"MD",29,0.517094017094017,"2",NA
"2238",2089,"Low","PineNeedle","live oak",NA,"PD",29,NA,"2",NA
"2239",2089,"Low","PineNeedle","live oak",2022-07-19,"MD",29,0.517094017094017,"3",NA
"2240",2089,"Low","PineNeedle","live oak",NA,"PD",29,NA,"3",NA
"2241",2089,"Low","PineNeedle","live oak",NA,"MD",NA,NA,"1",0.507083536883244
"2242",2089,"Low","PineNeedle","live oak",NA,"PD",NA,NA,"1",NA
"2243",2089,"Low","PineNeedle","live oak",NA,"MD",NA,NA,"2",0.611322808927599
"2244",2089,"Low","PineNeedle","live oak",NA,"PD",NA,NA,"2",NA
"2245",2089,"Low","PineNeedle","live oak",NA,"MD",NA,NA,"3",0.574743658931463
"2246",2089,"Low","PineNeedle","live oak",NA,"PD",NA,NA,"3",NA
"2247",2089,"Low","PineNeedle","live oak",NA,"MD",NA,NA,"4",0.573023671281822
"2248",2089,"Low","PineNeedle","live oak",NA,"PD",NA,NA,"4",NA
"2249",2089,"Low","PineNeedle","live oak",NA,"MD",NA,NA,NA,1.28370457209848
"2250",2089,"Low","PineNeedle","live oak",NA,"PD",NA,NA,NA,0.651821436091809
"2251",2090,"Low","PineNeedle","blue oak",NA,"MD",11,NA,"1",NA
"2252",2090,"Low","PineNeedle","blue oak",2022-03-15,"PD",11,NA,"1",NA
"2253",2090,"Low","PineNeedle","blue oak",NA,"MD",11,NA,"2",NA
"2254",2090,"Low","PineNeedle","blue oak",2022-03-15,"PD",11,NA,"2",NA
"2255",2090,"Low","PineNeedle","blue oak",NA,"MD",14,NA,"1",NA
"2256",2090,"Low","PineNeedle","blue oak",2022-04-04,"PD",14,1.4502581538849,"1",NA
"2257",2090,"Low","PineNeedle","blue oak",NA,"MD",14,NA,"2",NA
"2258",2090,"Low","PineNeedle","blue oak",2022-04-04,"PD",14,1.4502581538849,"2",NA
"2259",2090,"Low","PineNeedle","blue oak",NA,"MD",14,NA,"3",NA
"2260",2090,"Low","PineNeedle","blue oak",2022-04-04,"PD",14,1.4502581538849,"3",NA
"2261",2090,"Low","PineNeedle","blue oak",2022-04-11,"MD",15,2.05429071803853,"1",NA
"2262",2090,"Low","PineNeedle","blue oak",NA,"PD",15,NA,"1",NA
"2263",2090,"Low","PineNeedle","blue oak",2022-04-11,"MD",15,2.05429071803853,"2",NA
"2264",2090,"Low","PineNeedle","blue oak",NA,"PD",15,NA,"2",NA
"2265",2090,"Low","PineNeedle","blue oak",2022-04-11,"MD",15,2.05429071803853,"3",NA
"2266",2090,"Low","PineNeedle","blue oak",NA,"PD",15,NA,"3",NA
"2267",2090,"Low","PineNeedle","blue oak",2022-04-11,"MD",15,2.05429071803853,"4",NA
"2268",2090,"Low","PineNeedle","blue oak",NA,"PD",15,NA,"4",NA
"2269",2090,"Low","PineNeedle","blue oak",2022-04-27,"MD",17,1.06818181818182,"1",NA
"2270",2090,"Low","PineNeedle","blue oak",2022-04-27,"PD",17,1.1330376940133,"1",NA
"2271",2090,"Low","PineNeedle","blue oak",2022-04-27,"MD",17,1.06818181818182,"2",NA
"2272",2090,"Low","PineNeedle","blue oak",2022-04-27,"PD",17,1.1330376940133,"2",NA
"2273",2090,"Low","PineNeedle","blue oak",NA,"MD",17,NA,"3",NA
"2274",2090,"Low","PineNeedle","blue oak",2022-04-27,"PD",17,1.1330376940133,"3",NA
"2275",2090,"Low","PineNeedle","blue oak",NA,"MD",17,NA,"4",NA
"2276",2090,"Low","PineNeedle","blue oak",2022-04-27,"PD",17,1.1330376940133,"4",NA
"2277",2090,"Low","PineNeedle","blue oak",NA,"MD",17,NA,"5",NA
"2278",2090,"Low","PineNeedle","blue oak",2022-04-27,"PD",17,1.1330376940133,"5",NA
"2279",2090,"Low","PineNeedle","blue oak",2022-05-09,"MD",19,0.943584860747441,"1",NA
"2280",2090,"Low","PineNeedle","blue oak",NA,"PD",19,NA,"1",NA
"2281",2090,"Low","PineNeedle","blue oak",2022-05-09,"MD",19,0.943584860747441,"2",NA
"2282",2090,"Low","PineNeedle","blue oak",NA,"PD",19,NA,"2",NA
"2283",2090,"Low","PineNeedle","blue oak",2022-05-09,"MD",19,0.943584860747441,"3",NA
"2284",2090,"Low","PineNeedle","blue oak",NA,"PD",19,NA,"3",NA
"2285",2090,"Low","PineNeedle","blue oak",2022-05-23,"MD",21,0.801724137931034,"1",NA
"2286",2090,"Low","PineNeedle","blue oak",2022-05-23,"PD",21,0.935923653715065,"1",NA
"2287",2090,"Low","PineNeedle","blue oak",2022-05-23,"MD",21,0.801724137931034,"2",NA
"2288",2090,"Low","PineNeedle","blue oak",2022-05-23,"PD",21,0.935923653715065,"2",NA
"2289",2090,"Low","PineNeedle","blue oak",NA,"MD",21,NA,"3",NA
"2290",2090,"Low","PineNeedle","blue oak",2022-05-23,"PD",21,0.935923653715065,"3",NA
"2291",2090,"Low","PineNeedle","blue oak",NA,"MD",21,NA,"4",NA
"2292",2090,"Low","PineNeedle","blue oak",2022-05-23,"PD",21,0.935923653715065,"4",NA
"2293",2090,"Low","PineNeedle","blue oak",2022-07-19,"MD",29,0.637922077922078,"1",NA
"2294",2090,"Low","PineNeedle","blue oak",2022-07-19,"PD",29,0.450971599402093,"1",NA
"2295",2090,"Low","PineNeedle","blue oak",2022-07-19,"MD",29,0.637922077922078,"2",NA
"2296",2090,"Low","PineNeedle","blue oak",2022-07-19,"PD",29,0.450971599402093,"2",NA
"2297",2090,"Low","PineNeedle","blue oak",2022-07-19,"MD",29,0.637922077922078,"3",NA
"2298",2090,"Low","PineNeedle","blue oak",2022-07-19,"PD",29,0.450971599402093,"3",NA
"2299",2090,"Low","PineNeedle","blue oak",2022-07-19,"MD",29,0.637922077922078,"4",NA
"2300",2090,"Low","PineNeedle","blue oak",2022-07-19,"PD",29,0.450971599402093,"4",NA
"2301",2090,"Low","PineNeedle","blue oak",NA,"MD",29,NA,"5",NA
"2302",2090,"Low","PineNeedle","blue oak",2022-07-19,"PD",29,0.450971599402093,"5",NA
"2303",2090,"Low","PineNeedle","blue oak",NA,"MD",29,NA,"6",NA
"2304",2090,"Low","PineNeedle","blue oak",2022-07-19,"PD",29,0.450971599402093,"6",NA
"2305",2090,"Low","PineNeedle","blue oak",NA,"MD",NA,NA,"1",1.12858384013901
"2306",2090,"Low","PineNeedle","blue oak",NA,"PD",NA,NA,"1",NA
"2307",2090,"Low","PineNeedle","blue oak",NA,"MD",NA,NA,"2",1.18079800498753
"2308",2090,"Low","PineNeedle","blue oak",NA,"PD",NA,NA,"2",NA
"2309",2090,"Low","PineNeedle","blue oak",NA,"MD",NA,NA,"3",1.38686131386861
"2310",2090,"Low","PineNeedle","blue oak",NA,"PD",NA,NA,"3",NA
"2311",2090,"Low","PineNeedle","blue oak",NA,"MD",NA,NA,NA,2.05429071803853
"2312",2090,"Low","PineNeedle","blue oak",NA,"PD",NA,NA,NA,1.4502581538849
"2313",2091,"Low","PineNeedle","live oak",2022-03-08,"MD",10,NA,"1",0.686274509803922
"2314",2091,"Low","PineNeedle","live oak",NA,"PD",10,NA,"1",NA
"2315",2091,"Low","PineNeedle","live oak",2022-03-08,"MD",10,NA,"2",0.68030303030303
"2316",2091,"Low","PineNeedle","live oak",NA,"PD",10,NA,"2",NA
"2317",2091,"Low","PineNeedle","live oak",2022-03-08,"MD",10,NA,"3",0.669798657718121
"2318",2091,"Low","PineNeedle","live oak",NA,"PD",10,NA,"3",NA
"2319",2091,"Low","PineNeedle","live oak",2022-03-08,"MD",10,NA,"4",0.688888888888889
"2320",2091,"Low","PineNeedle","live oak",NA,"PD",10,NA,"4",NA
"2321",2091,"Low","PineNeedle","live oak",NA,"MD",11,NA,"1",NA
"2322",2091,"Low","PineNeedle","live oak",2022-03-15,"PD",11,0.655994729907773,"1",0.699103139013453
"2323",2091,"Low","PineNeedle","live oak",NA,"MD",11,NA,"2",NA
"2324",2091,"Low","PineNeedle","live oak",2022-03-15,"PD",11,0.655994729907773,"2",0.718143459915612
"2325",2091,"Low","PineNeedle","live oak",NA,"MD",11,NA,"3",NA
"2326",2091,"Low","PineNeedle","live oak",2022-03-15,"PD",11,0.655994729907773,"3",0.699497487437186
"2327",2091,"Low","PineNeedle","live oak",NA,"MD",14,NA,"1",NA
"2328",2091,"Low","PineNeedle","live oak",2022-04-04,"PD",14,0.637688139674895,"1",NA
"2329",2091,"Low","PineNeedle","live oak",NA,"MD",14,NA,"2",NA
"2330",2091,"Low","PineNeedle","live oak",2022-04-04,"PD",14,0.637688139674895,"2",NA
"2331",2091,"Low","PineNeedle","live oak",NA,"MD",14,NA,"3",NA
"2332",2091,"Low","PineNeedle","live oak",2022-04-04,"PD",14,0.637688139674895,"3",NA
"2333",2091,"Low","PineNeedle","live oak",NA,"MD",14,NA,"4",NA
"2334",2091,"Low","PineNeedle","live oak",2022-04-04,"PD",14,0.637688139674895,"4",NA
"2335",2091,"Low","PineNeedle","live oak",2022-04-11,"MD",15,1.18901795142555,"1",NA
"2336",2091,"Low","PineNeedle","live oak",NA,"PD",15,NA,"1",NA
"2337",2091,"Low","PineNeedle","live oak",2022-04-11,"MD",15,1.18901795142555,"2",NA
"2338",2091,"Low","PineNeedle","live oak",NA,"PD",15,NA,"2",NA
"2339",2091,"Low","PineNeedle","live oak",2022-04-11,"MD",15,1.18901795142555,"3",NA
"2340",2091,"Low","PineNeedle","live oak",NA,"PD",15,NA,"3",NA
"2341",2091,"Low","PineNeedle","live oak",2022-04-11,"MD",15,1.18901795142555,"4",NA
"2342",2091,"Low","PineNeedle","live oak",NA,"PD",15,NA,"4",NA
"2343",2091,"Low","PineNeedle","live oak",2022-04-11,"MD",15,1.18901795142555,"5",NA
"2344",2091,"Low","PineNeedle","live oak",NA,"PD",15,NA,"5",NA
"2345",2091,"Low","PineNeedle","live oak",2022-04-11,"MD",15,1.18901795142555,"6",NA
"2346",2091,"Low","PineNeedle","live oak",NA,"PD",15,NA,"6",NA
"2347",2091,"Low","PineNeedle","live oak",2022-04-27,"MD",17,1.48559670781893,"1",NA
"2348",2091,"Low","PineNeedle","live oak",2022-04-27,"PD",17,1.08410548823949,"1",NA
"2349",2091,"Low","PineNeedle","live oak",2022-04-27,"MD",17,1.48559670781893,"2",NA
"2350",2091,"Low","PineNeedle","live oak",2022-04-27,"PD",17,1.08410548823949,"2",NA
"2351",2091,"Low","PineNeedle","live oak",2022-04-27,"MD",17,1.48559670781893,"3",NA
"2352",2091,"Low","PineNeedle","live oak",2022-04-27,"PD",17,1.08410548823949,"3",NA
"2353",2091,"Low","PineNeedle","live oak",NA,"MD",17,NA,"4",NA
"2354",2091,"Low","PineNeedle","live oak",2022-04-27,"PD",17,1.08410548823949,"4",NA
"2355",2091,"Low","PineNeedle","live oak",NA,"MD",17,NA,"5",NA
"2356",2091,"Low","PineNeedle","live oak",2022-04-27,"PD",17,1.08410548823949,"5",NA
"2357",2091,"Low","PineNeedle","live oak",2022-05-09,"MD",19,0.869419042495965,"1",NA
"2358",2091,"Low","PineNeedle","live oak",NA,"PD",19,NA,"1",NA
"2359",2091,"Low","PineNeedle","live oak",2022-05-09,"MD",19,0.869419042495965,"2",NA
"2360",2091,"Low","PineNeedle","live oak",NA,"PD",19,NA,"2",NA
"2361",2091,"Low","PineNeedle","live oak",2022-05-09,"MD",19,0.869419042495965,"3",NA
"2362",2091,"Low","PineNeedle","live oak",NA,"PD",19,NA,"3",NA
"2363",2091,"Low","PineNeedle","live oak",2022-05-23,"MD",21,0.639518413597734,"1",NA
"2364",2091,"Low","PineNeedle","live oak",2022-05-23,"PD",21,0.850193971948672,"1",NA
"2365",2091,"Low","PineNeedle","live oak",2022-05-23,"MD",21,0.639518413597734,"2",NA
"2366",2091,"Low","PineNeedle","live oak",2022-05-23,"PD",21,0.850193971948672,"2",NA
"2367",2091,"Low","PineNeedle","live oak",2022-05-23,"MD",21,0.639518413597734,"3",NA
"2368",2091,"Low","PineNeedle","live oak",2022-05-23,"PD",21,0.850193971948672,"3",NA
"2369",2091,"Low","PineNeedle","live oak",2022-05-23,"MD",21,0.639518413597734,"4",NA
"2370",2091,"Low","PineNeedle","live oak",2022-05-23,"PD",21,0.850193971948672,"4",NA
"2371",2091,"Low","PineNeedle","live oak",2022-05-23,"MD",21,0.639518413597734,"5",NA
"2372",2091,"Low","PineNeedle","live oak",2022-05-23,"PD",21,0.850193971948672,"5",NA
"2373",2091,"Low","PineNeedle","live oak",NA,"MD",21,NA,"6",NA
"2374",2091,"Low","PineNeedle","live oak",2022-05-23,"PD",21,0.850193971948672,"6",NA
"2375",2091,"Low","PineNeedle","live oak",2022-07-19,"MD",29,0.517880794701987,"1",NA
"2376",2091,"Low","PineNeedle","live oak",2022-07-19,"PD",29,0.623163138231631,"1",NA
"2377",2091,"Low","PineNeedle","live oak",2022-07-19,"MD",29,0.517880794701987,"2",NA
"2378",2091,"Low","PineNeedle","live oak",2022-07-19,"PD",29,0.623163138231631,"2",NA
"2379",2091,"Low","PineNeedle","live oak",2022-07-19,"MD",29,0.517880794701987,"3",NA
"2380",2091,"Low","PineNeedle","live oak",2022-07-19,"PD",29,0.623163138231631,"3",NA
"2381",2091,"Low","PineNeedle","live oak",2022-07-19,"MD",29,0.517880794701987,"4",NA
"2382",2091,"Low","PineNeedle","live oak",2022-07-19,"PD",29,0.623163138231631,"4",NA
"2383",2091,"Low","PineNeedle","live oak",NA,"MD",NA,NA,"1",0.618219037871034
"2384",2091,"Low","PineNeedle","live oak",NA,"PD",NA,NA,"1",NA
"2385",2091,"Low","PineNeedle","live oak",NA,"MD",NA,NA,"2",0.563475546305931
"2386",2091,"Low","PineNeedle","live oak",NA,"PD",NA,NA,"2",NA
"2387",2091,"Low","PineNeedle","live oak",NA,"MD",NA,NA,"3",0.57265625
"2388",2091,"Low","PineNeedle","live oak",NA,"PD",NA,NA,"3",NA
"2389",2091,"Low","PineNeedle","live oak",NA,"MD",NA,NA,"4",0.614035087719298
"2390",2091,"Low","PineNeedle","live oak",NA,"PD",NA,NA,"4",NA
"2391",2091,"Low","PineNeedle","live oak",NA,"MD",NA,NA,NA,1.18901795142555
"2392",2091,"Low","PineNeedle","live oak",NA,"PD",NA,NA,NA,0.637688139674895
"2393",2092,"Low","PineNeedle","live oak",2022-03-08,"MD",10,NA,"1",0.6344
"2394",2092,"Low","PineNeedle","live oak",NA,"PD",10,NA,"1",NA
"2395",2092,"Low","PineNeedle","live oak",2022-03-08,"MD",10,NA,"2",0.624576271186441
"2396",2092,"Low","PineNeedle","live oak",NA,"PD",10,NA,"2",NA
"2397",2092,"Low","PineNeedle","live oak",2022-03-08,"MD",10,NA,"3",0.626732673267327
"2398",2092,"Low","PineNeedle","live oak",NA,"PD",10,NA,"3",NA
"2399",2092,"Low","PineNeedle","live oak",2022-03-08,"MD",10,NA,"4",0.616260162601626
"2400",2092,"Low","PineNeedle","live oak",NA,"PD",10,NA,"4",NA
"2401",2092,"Low","PineNeedle","live oak",2022-03-08,"MD",10,NA,"5",0.592553191489362
"2402",2092,"Low","PineNeedle","live oak",NA,"PD",10,NA,"5",NA
"2403",2092,"Low","PineNeedle","live oak",2022-03-08,"MD",10,NA,"6",0.585611510791367
"2404",2092,"Low","PineNeedle","live oak",NA,"PD",10,NA,"6",NA
"2405",2092,"Low","PineNeedle","live oak",NA,"MD",11,NA,"1",NA
"2406",2092,"Low","PineNeedle","live oak",2022-03-15,"PD",11,0.639320388349515,"1",0.624475524475525
"2407",2092,"Low","PineNeedle","live oak",NA,"MD",11,NA,"2",NA
"2408",2092,"Low","PineNeedle","live oak",2022-03-15,"PD",11,0.639320388349515,"2",0.70969696969697
"2409",2092,"Low","PineNeedle","live oak",NA,"MD",11,NA,"3",NA
"2410",2092,"Low","PineNeedle","live oak",2022-03-15,"PD",11,0.639320388349515,"3",0.643356643356643
"2411",2092,"Low","PineNeedle","live oak",NA,"MD",14,NA,"1",NA
"2412",2092,"Low","PineNeedle","live oak",2022-04-04,"PD",14,0.654942866128525,"1",NA
"2413",2092,"Low","PineNeedle","live oak",NA,"MD",14,NA,"2",NA
"2414",2092,"Low","PineNeedle","live oak",2022-04-04,"PD",14,0.654942866128525,"2",NA
"2415",2092,"Low","PineNeedle","live oak",NA,"MD",14,NA,"3",NA
"2416",2092,"Low","PineNeedle","live oak",2022-04-04,"PD",14,0.654942866128525,"3",NA
"2417",2092,"Low","PineNeedle","live oak",2022-04-11,"MD",15,1.44931921331316,"1",NA
"2418",2092,"Low","PineNeedle","live oak",NA,"PD",15,NA,"1",NA
"2419",2092,"Low","PineNeedle","live oak",2022-04-11,"MD",15,1.44931921331316,"2",NA
"2420",2092,"Low","PineNeedle","live oak",NA,"PD",15,NA,"2",NA
"2421",2092,"Low","PineNeedle","live oak",2022-04-11,"MD",15,1.44931921331316,"3",NA
"2422",2092,"Low","PineNeedle","live oak",NA,"PD",15,NA,"3",NA
"2423",2092,"Low","PineNeedle","live oak",2022-04-11,"MD",15,1.44931921331316,"4",NA
"2424",2092,"Low","PineNeedle","live oak",NA,"PD",15,NA,"4",NA
"2425",2092,"Low","PineNeedle","live oak",2022-04-11,"MD",15,1.44931921331316,"5",NA
"2426",2092,"Low","PineNeedle","live oak",NA,"PD",15,NA,"5",NA
"2427",2092,"Low","PineNeedle","live oak",2022-04-11,"MD",15,1.44931921331316,"6",NA
"2428",2092,"Low","PineNeedle","live oak",NA,"PD",15,NA,"6",NA
"2429",2092,"Low","PineNeedle","live oak",2022-04-11,"MD",15,1.44931921331316,"7",NA
"2430",2092,"Low","PineNeedle","live oak",NA,"PD",15,NA,"7",NA
"2431",2092,"Low","PineNeedle","live oak",2022-04-27,"MD",17,NA,"1",NA
"2432",2092,"Low","PineNeedle","live oak",2022-04-27,"PD",17,0.86829268292683,"1",NA
"2433",2092,"Low","PineNeedle","live oak",2022-04-27,"MD",17,NA,"2",NA
"2434",2092,"Low","PineNeedle","live oak",2022-04-27,"PD",17,0.86829268292683,"2",NA
"2435",2092,"Low","PineNeedle","live oak",2022-04-27,"MD",17,NA,"3",NA
"2436",2092,"Low","PineNeedle","live oak",2022-04-27,"PD",17,0.86829268292683,"3",NA
"2437",2092,"Low","PineNeedle","live oak",2022-04-27,"MD",17,NA,"4",NA
"2438",2092,"Low","PineNeedle","live oak",2022-04-27,"PD",17,0.86829268292683,"4",NA
"2439",2092,"Low","PineNeedle","live oak",2022-04-27,"MD",17,NA,"5",NA
"2440",2092,"Low","PineNeedle","live oak",2022-04-27,"PD",17,0.86829268292683,"5",NA
"2441",2092,"Low","PineNeedle","live oak",2022-04-27,"MD",17,NA,"6",NA
"2442",2092,"Low","PineNeedle","live oak",NA,"PD",17,NA,"6",NA
"2443",2092,"Low","PineNeedle","live oak",2022-05-09,"MD",19,1.06336805555556,"1",NA
"2444",2092,"Low","PineNeedle","live oak",NA,"PD",19,NA,"1",NA
"2445",2092,"Low","PineNeedle","live oak",2022-05-09,"MD",19,1.06336805555556,"2",NA
"2446",2092,"Low","PineNeedle","live oak",NA,"PD",19,NA,"2",NA
"2447",2092,"Low","PineNeedle","live oak",2022-05-09,"MD",19,1.06336805555556,"3",NA
"2448",2092,"Low","PineNeedle","live oak",NA,"PD",19,NA,"3",NA
"2449",2092,"Low","PineNeedle","live oak",2022-05-09,"MD",19,1.06336805555556,"4",NA
"2450",2092,"Low","PineNeedle","live oak",NA,"PD",19,NA,"4",NA
"2451",2092,"Low","PineNeedle","live oak",2022-05-09,"MD",19,1.06336805555556,"5",NA
"2452",2092,"Low","PineNeedle","live oak",NA,"PD",19,NA,"5",NA
"2453",2092,"Low","PineNeedle","live oak",2022-05-09,"MD",19,1.06336805555556,"6",NA
"2454",2092,"Low","PineNeedle","live oak",NA,"PD",19,NA,"6",NA
"2455",2092,"Low","PineNeedle","live oak",2022-05-09,"MD",19,1.06336805555556,"7",NA
"2456",2092,"Low","PineNeedle","live oak",NA,"PD",19,NA,"7",NA
"2457",2092,"Low","PineNeedle","live oak",2022-05-23,"MD",21,0.637333333333333,"1",NA
"2458",2092,"Low","PineNeedle","live oak",2022-05-23,"PD",21,0.64426651415499,"1",NA
"2459",2092,"Low","PineNeedle","live oak",2022-05-23,"MD",21,0.637333333333333,"2",NA
"2460",2092,"Low","PineNeedle","live oak",2022-05-23,"PD",21,0.64426651415499,"2",NA
"2461",2092,"Low","PineNeedle","live oak",2022-05-23,"MD",21,0.637333333333333,"3",NA
"2462",2092,"Low","PineNeedle","live oak",2022-05-23,"PD",21,0.64426651415499,"3",NA
"2463",2092,"Low","PineNeedle","live oak",2022-05-23,"MD",21,0.637333333333333,"4",NA
"2464",2092,"Low","PineNeedle","live oak",2022-05-23,"PD",21,0.64426651415499,"4",NA
"2465",2092,"Low","PineNeedle","live oak",NA,"MD",21,NA,"5",NA
"2466",2092,"Low","PineNeedle","live oak",2022-05-23,"PD",21,0.64426651415499,"5",NA
"2467",2092,"Low","PineNeedle","live oak",NA,"MD",21,NA,"6",NA
"2468",2092,"Low","PineNeedle","live oak",2022-05-23,"PD",21,0.64426651415499,"6",NA
"2469",2092,"Low","PineNeedle","live oak",2022-07-19,"MD",29,0.520025348542459,"1",NA
"2470",2092,"Low","PineNeedle","live oak",2022-07-19,"PD",29,0.522938144329897,"1",NA
"2471",2092,"Low","PineNeedle","live oak",2022-07-19,"MD",29,0.520025348542459,"2",NA
"2472",2092,"Low","PineNeedle","live oak",2022-07-19,"PD",29,0.522938144329897,"2",NA
"2473",2092,"Low","PineNeedle","live oak",2022-07-19,"MD",29,0.520025348542459,"3",NA
"2474",2092,"Low","PineNeedle","live oak",2022-07-19,"PD",29,0.522938144329897,"3",NA
"2475",2092,"Low","PineNeedle","live oak",2022-07-19,"MD",29,0.520025348542459,"4",NA
